id,session,identifier,title,jurisdiction_id,media_type,url,note
c584c3d8-0447-4cb2-8d3e-8b650eee3678,2017-2020,PC 48,"Para disponer, se consulte mediante referéndum dirigido al electorado hábil residente en las islas municipio de Vieques y Culebra, sobre la deseabilidad de establecer una Cooperativa, que estaría a cargo de la administración y operación del transporte marítimo para dichos municipios; establecer los mecanismos procesales que regirán la propuesta consulta; asignar los fondos necesarios para su implantación; y para otros fines relacionados.",ocd-jurisdiction/country:us/territory:pr/government,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://www.oslpr.org/2017-2020/{bc02cd8e8c66492084a1a41336e70465}.docx,Radicado
7a6c0d42-7178-42ba-9a7c-9d6d09463f7f,2017-2020,PC 1015,"Para enmendar el artículo 78 de la Ley Núm. 26 del 12 de abril de 1941, según enmendada, para modificar las definiciones de “agregado” y “familia de escasos recursos económicos”; enmendar el inciso (d) de del Artículo 1 de la Ley Núm. 132 de 1 de julio de 1975, según enmendada, para modificar la definición de “familia de escasos recursos económicos”.",ocd-jurisdiction/country:us/territory:pr/government,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://www.oslpr.org/2017-2020/{c2cf064b411549fe96bf177b6f68782d}.docx,Radicado
2394ec67-cf43-4ab0-8158-6d4404dc66cd,2017-2020,PS 769,"Para declarar la primera semana del mes de octubre de cada año como “La semana de la Industria del Café”, con motivo de celebración del comienzo del pico de la cosecha del café y en honor a la historia, cultura, importancia económica y social que representa la producción de café en nuestra Isla.",ocd-jurisdiction/country:us/territory:pr/government,application/msword,http://www.oslpr.org/2017-2020/{e6c73d30-faf4-4972-8cd8-f07dbbc4a46c}.doc,Entirillado del Informe
b0c24963-3e9b-44da-b87d-4394f439c84f,2017-2020,RS 223,Para ordenar a las Comisiones de Gobierno; y de Educación y Reforma Universitaria del Senado de Puerto Rico realizar una investigación abarcadora a los fines de auscultar si las agencias gubernamentales están cumpliendo con la Ley Núm. 136-1996 de proveer un intérprete para asistir a las personas con impedimentos auditivos que le impiden comunicarse oralmente.,ocd-jurisdiction/country:us/territory:pr/government,application/msword,http://www.oslpr.org/2017-2020/{a72d8967-7e4b-4460-b150-9cc281794abd}.doc,Entirillado del Informe
79b60ad6-a317-4463-9608-759329c31c32,2017-2020,RS 207,"Para ordenar a las Comisión de Desarrollo del Oeste del Senado de Puerto Rico, a realizaruna investigación dirigida a realizar un estudio abarcador de la aparente falta decumplimiento con los estándares de calidad de servicio y demás prácticas en la industria eléctrica que se supone brinde la Autoridad de Energía Eléctrica a los abonados de los municipios de Las Marías, San Sebastián, Isabela, Aguadilla, Aguada, Rincón, Mayagü;ez, Añasco, Hormigueros, San Germán, Cabo Rojo y Moca.",ocd-jurisdiction/country:us/territory:pr/government,application/msword,http://www.oslpr.org/2017-2020/{3358a005-b551-4830-978a-8e61b3bebe51}.doc,Radicado
f531f71a-cfec-4238-8d55-2dab40f8372c,2017-2020,PS 263,"Para añadir un nuevo Artículo 2.10, enmendar el actual Artículo 2.1, de la Ley Núm. 54 de 12 de agosto de 1989, según enmendada, conocida como “Ley para la Prevención e Intervención con la Violencia Doméstica”; con el propósito de establecer las disposiciones sobre las Órdenes de Protección Asistidas, disponer sobre su reglamentación e implantación, crear la Comisión Evaluadora sobre las mencionadas órdenes, disponer sobre los procedimientos judiciales de dichas órdenes, establecer definiciones y para otros fines relacionados.",ocd-jurisdiction/country:us/territory:pr/government,application/pdf,http://www.oslpr.org/2017-2020/{27e319a5-4f57-4196-990f-e5b38bb144d5}.pdf,Radicado
6debded8-2310-472c-b724-9db15fef411e,2017-2020,PS 651,"Para añadir un nuevo inciso (c) y reenumerar los subsiguientes incisos correspondientemente, al Artículo 190 de la Ley Núm. 146-2012, según enmendada, conocida como “Código Penal de Puerto Rico” a los fines de disponer como Robo Agravado el hurto de plantas eléctricas o su combustible en instalaciones hospitalarias, refugios, égidas, centros de cuido, escuelas públicas o privadas, sistemas de suministro de agua potable, torres de telecomunicaciones, y cualquier otra facilidad crítica según dispuesta por el gobierno estatal o federal; y para otros fines relacionados.",ocd-jurisdiction/country:us/territory:pr/government,application/msword,http://www.oslpr.org/2017-2020/{1a72649d-1ff4-4aba-901a-c5eee4868523}.doc,Radicado
c56fab88-e6e1-486d-8f6e-b1fabfb840cf,2017-2020,PS 67,"Para enmendar el inciso (20) del apartado (a) del Artículo 4 de Ley 70-1992, según enmendada, conocida como “Ley para la Reducción y el Reciclaje de los Desperdicios Sólidos en Puerto Rico”, a los fines de crear la “Guía de Productos Reciclados”; elaborar un plan de mercadeo a través de la Autoridad de Desperdicios Sólidos; y para otros fines.",ocd-jurisdiction/country:us/territory:pr/government,application/msword,http://www.oslpr.org/2017-2020/{f4da1fb9-487e-4deb-b3a6-3710660b2cce}.doc,Texto de Aprobación Final enviado a la Cámara
5c18c968-49b3-46f3-99ca-57dd9938938f,2017-2020,PC 1196,"Para añadir un nuevo inciso (j) en el Artículo 3 de la Ley Núm. 66 de 17 de agosto de 1989, según enmendada, conocida como “Ley Orgánica de la Administración de la Vivienda Pública de Puerto Rico”, a los fines de disponer que, como parte de las funciones de la Administración, esta tendrá la responsabilidad de designar áreas para la recuperación de material reciclable en los residenciales públicos, de manera que las compañías dedicadas a la transportación de estos artículos, hasta los centros de procesamiento, puedan recogerlos en los lugares destinados para ello; y para otros fines relacionados.",ocd-jurisdiction/country:us/territory:pr/government,application/msword,http://www.oslpr.org/2017-2020/{5de5954c-3919-467c-bdce-3de1676603cd}.doc,Radicado
b15b80fa-4983-4ebc-9a64-56c87e766ab9,2017-2020,RC 159,"Para ordenar a la Comisión de Salud de la Cámara de Representantes de Puerto Rico, realizar una investigación sobre alegadas violaciones de la Autoridad de Acueductos y Alcantarillados (AAA) con los parámetros de calidad establecidos por la Agencia Federal de Protección Ambiental (EPA, por sus siglas en inglés) en la distribución de agua potable.",ocd-jurisdiction/country:us/territory:pr/government,application/msword,http://www.oslpr.org/2017-2020/{ac55c157-95f0-44a6-982a-3b371ecf15b8}.doc,Entirillado del Informe
